CMDLINE /opt/miniconda3/envs/tese_tester/bin/python ./QuantumWalk/main.py 6 20 1 2 1 2 10000 aer_simulator_statevector 0 80 CPU double 5 0 1 None
MEM 0.156250 1689087751.5054
MEM 31.234375 1689087751.6105
MEM 49.468750 1689087751.7158
MEM 64.921875 1689087751.8177
MEM 73.015625 1689087751.9227
MEM 85.765625 1689087752.0279
MEM 99.890625 1689087752.1331
MEM 114.390625 1689087752.2382
MEM 127.765625 1689087752.3434
MEM 135.875000 1689087752.4486
MEM 150.796875 1689087752.5504
MEM 163.515625 1689087752.6553
MEM 170.234375 1689087752.7555
MEM 184.718750 1689087752.8560
MEM 190.218750 1689087752.9604
MEM 194.421875 1689087753.0655
MEM 196.421875 1689087753.1676
MEM 197.468750 1689087753.2724
MEM 199.765625 1689087753.3775
MEM 202.296875 1689087753.4785
MEM 204.140625 1689087753.5836
MEM 206.062500 1689087753.6866
MEM 208.562500 1689087753.7885
MEM 211.171875 1689087753.8937
MEM 212.359375 1689087753.9988
MEM 215.234375 1689087754.1040
MEM 217.921875 1689087754.2058
MEM 220.593750 1689087754.3063
MEM 221.953125 1689087754.4067
MEM 224.359375 1689087754.5097
MEM 227.140625 1689087754.6126
MEM 230.281250 1689087754.7178
MEM 233.062500 1689087754.8222
MEM 234.328125 1689087754.9274
MEM 236.687500 1689087755.0295
MEM 241.203125 1689087755.1321
MEM 246.359375 1689087755.2325
MEM 250.343750 1689087755.3331
MEM 250.468750 1689087755.4378
MEM 250.515625 1689087755.5429
MEM 252.171875 1689087755.6447
MEM 257.578125 1689087755.7499
MEM 262.078125 1689087755.8544
MEM 263.546875 1689087755.9595
MEM 265.937500 1689087756.0629
MEM 266.046875 1689087756.1680
MEM 266.156250 1689087756.2732
MEM 266.156250 1689087756.3776
MEM 267.046875 1689087756.4807
MEM 269.703125 1689087756.5842
MEM 271.031250 1689087756.6894
MEM 276.734375 1689087756.7946
MEM 282.437500 1689087756.8998
MEM 284.046875 1689087757.0043
MEM 284.046875 1689087757.1094
MEM 284.343750 1689087757.2138
MEM 284.375000 1689087757.3189
MEM 284.375000 1689087757.4214
MEM 284.375000 1689087757.5266
MEM 284.375000 1689087757.6283
MEM 284.421875 1689087757.7335
MEM 288.062500 1689087757.8386
MEM 292.750000 1689087757.9438
MEM 293.265625 1689087758.0445
MEM 296.500000 1689087758.1496
MEM 302.390625 1689087758.2548
MEM 305.281250 1689087758.3599
MEM 308.734375 1689087758.4607
MEM 308.734375 1689087758.5643
MEM 311.062500 1689087758.6649
MEM 311.062500 1689087758.7655
MEM 312.968750 1689087758.8660
MEM 312.968750 1689087758.9699
MEM 313.000000 1689087759.0709
MEM 313.000000 1689087759.1754
MEM 313.031250 1689087759.2806
MEM 313.109375 1689087759.3858
MEM 315.484375 1689087759.4910
MEM 319.234375 1689087759.5962
MEM 323.796875 1689087759.6967
MEM 328.171875 1689087759.7971
MEM 328.171875 1689087759.9023
MEM 329.500000 1689087760.0063
MEM 334.906250 1689087760.1089
MEM 337.562500 1689087760.2140
MEM 340.562500 1689087760.3156
MEM 340.562500 1689087760.4164
MEM 340.609375 1689087760.5214
MEM 343.453125 1689087760.6265
MEM 343.453125 1689087760.7317
MEM 343.609375 1689087760.8358
MEM 343.609375 1689087760.9405
MEM 343.609375 1689087761.0407
MEM 343.625000 1689087761.1434
MEM 343.625000 1689087761.2458
MEM 343.625000 1689087761.3510
MEM 343.625000 1689087761.4547
MEM 343.656250 1689087761.5598
MEM 346.359375 1689087761.6602
MEM 350.156250 1689087761.7627
MEM 354.718750 1689087761.8667
MEM 359.765625 1689087761.9673
MEM 364.656250 1689087762.0694
MEM 365.906250 1689087762.1746
MEM 365.906250 1689087762.2791
MEM 368.046875 1689087762.3843
MEM 372.500000 1689087762.4880
MEM 372.656250 1689087762.5923
MEM 372.718750 1689087762.6939
MEM 372.718750 1689087762.7953
MEM 374.750000 1689087762.8957
MEM 374.984375 1689087762.9987
MEM 374.984375 1689087763.1039
MEM 377.078125 1689087763.2091
MEM 377.125000 1689087763.3121
MEM 377.125000 1689087763.4127
MEM 377.125000 1689087763.5151
MEM 377.125000 1689087763.6203
MEM 377.125000 1689087763.7210
MEM 377.125000 1689087763.8251
MEM 377.125000 1689087763.9303
MEM 377.140625 1689087764.0316
MEM 377.171875 1689087764.1368
MEM 380.921875 1689087764.2411
MEM 384.875000 1689087764.3463
MEM 389.281250 1689087764.4487
MEM 394.500000 1689087764.5539
MEM 399.640625 1689087764.6541
MEM 405.000000 1689087764.7555
MEM 409.109375 1689087764.8603
MEM 409.109375 1689087764.9655
MEM 410.687500 1689087765.0707
MEM 410.687500 1689087765.1759
MEM 410.687500 1689087765.2802
MEM 410.687500 1689087765.3854
MEM 410.687500 1689087765.4906
MEM 410.718750 1689087765.5957
MEM 410.718750 1689087765.7003
MEM 410.718750 1689087765.8006
MEM 410.718750 1689087765.9058
MEM 410.718750 1689087766.0084
MEM 410.718750 1689087766.1136
MEM 410.718750 1689087766.2180
MEM 410.718750 1689087766.3221
MEM 410.718750 1689087766.4273
MEM 410.718750 1689087766.5324
MEM 410.718750 1689087766.6376
MEM 410.718750 1689087766.7381
MEM 410.718750 1689087766.8433
MEM 410.734375 1689087766.9469
MEM 410.796875 1689087767.0521
MEM 414.875000 1689087767.1572
MEM 418.968750 1689087767.2624
MEM 423.468750 1689087767.3676
MEM 428.859375 1689087767.4714
MEM 434.500000 1689087767.5766
MEM 440.250000 1689087767.6784
MEM 445.937500 1689087767.7789
MEM 446.312500 1689087767.8842
MEM 450.093750 1689087767.9893
MEM 450.281250 1689087768.0899
MEM 450.281250 1689087768.1927
MEM 450.281250 1689087768.2946
MEM 450.281250 1689087768.3998
MEM 450.281250 1689087768.5050
MEM 450.281250 1689087768.6102
MEM 450.296875 1689087768.7153
MEM 450.296875 1689087768.8204
MEM 450.296875 1689087768.9256
MEM 456.593750 1689087769.0308
MEM 456.593750 1689087769.1359
MEM 456.609375 1689087769.2410
MEM 456.609375 1689087769.3416
MEM 456.609375 1689087769.4468
MEM 456.609375 1689087769.5520
MEM 456.609375 1689087769.6535
MEM 456.609375 1689087769.7554
MEM 456.609375 1689087769.8606
MEM 456.609375 1689087769.9623
MEM 456.609375 1689087770.0647
MEM 456.609375 1689087770.1698
MEM 456.609375 1689087770.2716
MEM 458.640625 1689087770.3747
MEM 462.734375 1689087770.4799
MEM 466.968750 1689087770.5851
MEM 471.859375 1689087770.6902
MEM 477.421875 1689087770.7953
MEM 483.046875 1689087770.9005
MEM 488.984375 1689087771.0057
MEM 494.468750 1689087771.1063
MEM 495.843750 1689087771.2066
MEM 495.843750 1689087771.3111
MEM 498.984375 1689087771.4150
MEM 498.984375 1689087771.5202
MEM 498.984375 1689087771.6208
MEM 498.984375 1689087771.7229
MEM 498.984375 1689087771.8281
MEM 498.984375 1689087771.9333
MEM 498.984375 1689087772.0344
MEM 498.984375 1689087772.1395
MEM 498.984375 1689087772.2444
MEM 498.984375 1689087772.3458
MEM 498.984375 1689087772.4464
MEM 498.984375 1689087772.5516
MEM 498.984375 1689087772.6567
MEM 498.984375 1689087772.7583
MEM 498.984375 1689087772.8608
MEM 498.984375 1689087772.9613
MEM 498.984375 1689087773.0664
MEM 499.000000 1689087773.1684
MEM 499.093750 1689087773.2735
MEM 499.234375 1689087773.3787
MEM 499.234375 1689087773.4807
MEM 499.250000 1689087773.5858
MEM 502.484375 1689087773.6861
MEM 506.500000 1689087773.7912
MEM 509.578125 1689087773.8932
MEM 509.578125 1689087773.9984
MEM 509.578125 1689087774.1033
MEM 509.578125 1689087774.2085
MEM 509.906250 1689087774.3099
MEM 513.578125 1689087774.4172
MEM 517.468750 1689087774.5224
MEM 522.500000 1689087774.6276
MEM 527.281250 1689087774.7290
MEM 532.109375 1689087774.8341
MEM 537.390625 1689087774.9373
MEM 542.265625 1689087775.0398
MEM 542.265625 1689087775.1450
MEM 542.265625 1689087775.2502
MEM 542.328125 1689087775.3554
MEM 542.421875 1689087775.4596
MEM 542.421875 1689087775.5648
MEM 542.421875 1689087775.6659
MEM 542.437500 1689087775.7696
MEM 545.875000 1689087775.8748
MEM 545.875000 1689087775.9796
MEM 545.875000 1689087776.0850
MEM 545.875000 1689087776.1901
MEM 545.875000 1689087776.2946
MEM 545.875000 1689087776.3998
MEM 545.875000 1689087776.5001
MEM 545.875000 1689087776.6030
MEM 545.875000 1689087776.7047
MEM 545.875000 1689087776.8053
MEM 545.875000 1689087776.9102
MEM 545.875000 1689087777.0154
MEM 545.875000 1689087777.1201
MEM 545.875000 1689087777.2206
MEM 545.875000 1689087777.3224
MEM 545.875000 1689087777.4276
MEM 545.875000 1689087777.5328
MEM 545.875000 1689087777.6362
