JobID,JobName,User,Partition,State,AllocCPUS,Elapsed,MaxRSS,TotalCPU,ReqMem
396510.extern,extern,,,COMPLETED,48,00:00:26,0,00:00.001,4800Mc
396510.0,python3,,,COMPLETED,48,00:00:24,5.18M,01:00.487,4800Mc
396511,Q06S10P01DsCU,dgoncalves,hmem1,COMPLETED,48,00:00:26,,01:03.303,4800Mc
396511.batch,batch,,,COMPLETED,48,00:00:26,0,00:00.339,4800Mc
396511.extern,extern,,,COMPLETED,48,00:00:26,0,00:00.001,4800Mc
396511.0,python3,,,COMPLETED,48,00:00:25,5.18M,01:02.962,4800Mc
396512,Q06S10P01DsCU,dgoncalves,hmem1,FAILED,48,00:00:20,,00:12.875,4800Mc
396512.batch,batch,,,FAILED,48,00:00:20,0,00:00.332,4800Mc
396512.extern,extern,,,COMPLETED,48,00:00:20,0,00:00.001,4800Mc
396512.0,python3,,,FAILED,48,00:00:18,0,00:12.541,4800Mc
396513,Q06S10P01DsCU,dgoncalves,hmem1,COMPLETED,48,00:00:19,,00:12.450,4800Mc
396513.batch,batch,,,COMPLETED,48,00:00:19,0,00:00.334,4800Mc
396513.extern,extern,,,COMPLETED,48,00:00:19,0,00:00.001,4800Mc
396513.0,python3,,,COMPLETED,48,00:00:17,0,00:12.114,4800Mc
396514,Q06S10P01DsCU,dgoncalves,hmem1,COMPLETED,48,00:00:24,,01:01.036,4800Mc
396514.batch,batch,,,COMPLETED,48,00:00:24,0,00:00.328,4800Mc
396514.extern,extern,,,COMPLETED,48,00:00:24,0,00:00.001,4800Mc
396514.0,python3,,,COMPLETED,48,00:00:23,5.18M,01:00.706,4800Mc
396515,Q06S05P01DsCUS,dgoncalves,hmem1,COMPLETED,80,00:00:23,,00:07.888,4800Mc
396515.batch,batch,,,COMPLETED,80,00:00:23,0,00:00.387,4800Mc
396515.extern,extern,,,COMPLETED,80,00:00:23,0,00:00.001,4800Mc
396515.0,python3,,,COMPLETED,80,00:00:20,0,00:07.499,4800Mc
396516,Q06S10P01DsCUS,dgoncalves,hmem1,COMPLETED,80,00:00:27,,00:12.581,4800Mc
396516.batch,batch,,,COMPLETED,80,00:00:27,0,00:00.374,4800Mc
396516.extern,extern,,,COMPLETED,80,00:00:27,0,00:00.001,4800Mc
396516.0,python3,,,COMPLETED,80,00:00:24,0,00:12.206,4800Mc
396517,Q06S15P01DsCUS,dgoncalves,hmem1,COMPLETED,80,00:00:32,,00:18.575,4800Mc
396517.batch,batch,,,COMPLETED,80,00:00:32,4.43M,00:00.383,4800Mc
396517.extern,extern,,,COMPLETED,80,00:00:32,0,00:00:00,4800Mc
396517.0,python3,,,COMPLETED,80,00:00:29,0,00:18.191,4800Mc
396518,Q06S20P01DsCUS,dgoncalves,hmem1,COMPLETED,80,00:00:37,,00:22.443,4800Mc
396518.batch,batch,,,COMPLETED,80,00:00:37,4.44M,00:00.378,4800Mc
396518.extern,extern,,,COMPLETED,80,00:00:37,0,00:00.001,4800Mc
396518.0,python3,,,COMPLETED,80,00:00:34,273.05M,00:22.064,4800Mc
396519,Q06S25P01DsCUS,dgoncalves,hmem1,COMPLETED,80,00:00:33,,00:27.046,4800Mc
396519.batch,batch,,,COMPLETED,80,00:00:33,4.43M,00:00.325,4800Mc
396519.extern,extern,,,COMPLETED,80,00:00:33,0,00:00.001,4800Mc
396519.0,python3,,,COMPLETED,80,00:00:31,410.62M,00:26.719,4800Mc
396520,Q06S30P01DsCUS,dgoncalves,hmem1,COMPLETED,80,00:00:38,,00:31.746,4800Mc
396520.batch,batch,,,COMPLETED,80,00:00:38,4.43M,00:00.329,4800Mc
396520.extern,extern,,,COMPLETED,80,00:00:38,0,00:00.001,4800Mc
396520.0,python3,,,COMPLETED,80,00:00:36,335.91M,00:31.415,4800Mc
396521,Q06S35P01DsCUS,dgoncalves,hmem1,COMPLETED,80,00:00:43,,00:36.597,4800Mc
396521.batch,batch,,,COMPLETED,80,00:00:43,4.43M,00:00.326,4800Mc
