JobID,JobName,User,Partition,State,AllocCPUS,Elapsed,MaxRSS,TotalCPU
391708,Q06S128ds,dgoncalves,cpu1,OUT_OF_MEMORY,10,00:04:03,,03:56.569
391708.batch,batch,,,OUT_OF_MEMORY,10,00:04:03,4.44M,00:00.439
391708.extern,extern,,,OUT_OF_MEMORY,10,00:04:03,0,00:00:00
391708.0,python3,,,OUT_OF_MEMORY,10,00:04:02,1699.96M,03:56.129
391709,Q06S128ds,dgoncalves,cpu1,OUT_OF_MEMORY,20,00:04:03,,03:53.062
391709.batch,batch,,,OUT_OF_MEMORY,20,00:04:03,4.45M,00:00.417
391709.extern,extern,,,OUT_OF_MEMORY,20,00:04:03,0,00:00.001
391709.0,python3,,,OUT_OF_MEMORY,20,00:04:02,1707.99M,03:52.643
391710,Q06S128ds,dgoncalves,cpu1,OUT_OF_MEMORY,30,00:04:12,,04:36.527
391710.batch,batch,,,OUT_OF_MEMORY,30,00:04:12,4.45M,00:00.526
391710.extern,extern,,,OUT_OF_MEMORY,30,00:04:12,0,00:00:00
391710.0,python3,,,OUT_OF_MEMORY,30,00:04:09,1817.30M,00:04:36
391711,Q06S128ds,dgoncalves,cpu1,OUT_OF_MEMORY,40,00:03:58,,03:55.945
391711.batch,batch,,,OUT_OF_MEMORY,40,00:03:58,4.44M,00:00.435
391711.extern,extern,,,OUT_OF_MEMORY,40,00:03:58,0,00:00.001
391711.0,python3,,,OUT_OF_MEMORY,40,00:03:57,1748.49M,03:55.508
391712,Q06S128ds,dgoncalves,cpu1,OUT_OF_MEMORY,48,00:04:30,,08:06.759
